Element_1,Element_2,Element_3,Element_4,Element_5,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,radius_1,radius_2,radius_3,radius_4,radius_5,radius_6,radius_7,radius_8,radius_9,radius_10,radius_11,radius_12,electronAffinity_1,electronAffinity_2,electronAffinity_3,electronAffinity_4,electronAffinity_5,electronAffinity_6,electronAffinity_7,electronAffinity_8,electronAffinity_9,electronAffinity_10,electronAffinity_11,electronAffinity_12,oxidationstate_1,oxidationstate_2,oxidationstate_3,oxidationstate_4,oxidationstate_5,oxidationstate_6,oxidationstate_7,oxidationstate_8,oxidationstate_9,oxidationstate_10,oxidationstate_11,oxidationstate_12,meltingpointSS_1,meltingpointSS_2,meltingpointSS_3,meltingpointSS_4,meltingpointSS_5,meltingpointSS_6,meltingpointSS_7,meltingpointSS_8,meltingpointSS_9,meltingpointSS_10,meltingpointSS_11,meltingpointSS_12,boilingpointSS_1,boilingpointSS_2,boilingpointSS_3,boilingpointSS_4,boilingpointSS_5,boilingpointSS_6,boilingpointSS_7,boilingpointSS_8,boilingpointSS_9,boilingpointSS_10,boilingpointSS_11,boilingpointSS_12,atomicMass_1,atomicMass_2,atomicMass_3,atomicMass_4,atomicMass_5,atomicMass_6,atomicMass_7,atomicMass_8,atomicMass_9,atomicMass_10,atomicMass_11,atomicMass_12,density_1,density_2,density_3,density_4,density_5,density_6,density_7,density_8,density_9,density_10,density_11,density_12,ionizationEnergy_1,ionizationEnergy_2,ionizationEnergy_3,ionizationEnergy_4,ionizationEnergy_5,ionizationEnergy_6,ionizationEnergy_7,ionizationEnergy_8,ionizationEnergy_9,ionizationEnergy_10,ionizationEnergy_11,ionizationEnergy_12,electronnegativity_1,electronnegativity_2,electronnegativity_3,electronnegativity_4,electronnegativity_5,electronnegativity_6,electronnegativity_7,electronnegativity_8,electronnegativity_9,electronnegativity_10,electronnegativity_11,electronnegativity_12,meltingpointO_1,meltingpointO_2,meltingpointO_3,meltingpointO_4,meltingpointO_5,meltingpointO_6,meltingpointO_7,meltingpointO_8,meltingpointO_9,meltingpointO_10,meltingpointO_11,meltingpointO_12,chemicalPotential_1,chemicalPotential_2,chemicalPotential_3,chemicalPotential_4,chemicalPotential_5,chemicalPotential_6,chemicalPotential_7,chemicalPotential_8,chemicalPotential_9,chemicalPotential_10,chemicalPotential_11,chemicalPotential_12,ToleranceFactor,OctahedralFactor,MaterialDensity,delta,absToleranceFactor,Element_1_1,Element_1_2,Element_1_3,Element_4_1,Element_4_2,Element_4_3,Element_4_4,Element_4_5,Ehull,p-band center,EV,EH,d-band center,exp Ehull,exp p-band center,exp EV,exp EH,exp d-band center,a,b,c,alpha,beta,gamma,Volume,ShrinkageV,ShrinkageH,FreeVolume,SpaceGroup,PointGroup,International,SymmetryOperations,OverlappingArea,OverlappingCenter,SG_1,SG_2,SG_3,SG_4,SG_5,SG_6,SG_7,PG_1,PG_2,PG_3,PG_4,PG_5,Ef
Nd,Nd,Nd,Nd,Nd,0,1,0,1,0,1.344782609,0.55,0,0,1.344782609,0.55,1.894782609,2.445059289,2.445059289,0,0,0,-48.60869565,-16,0,0,-48.60869565,-16,-64.60869565,3.038043478,3.038043478,0,0,0,3,3,0,0,3,3,6,1,1,0,0,0,1223.73913,1811,0,0,1223.73913,1811,3034.73913,0.675725638,0.675725638,0,0,0,3626.217391,3134,0,0,3626.217391,3134,6760.217391,1.15705724,1.15705724,0,0,0,140.5296313,55.845,0,0,140.5296313,55.845,196.3746313,2.516422801,2.516422801,0,0,0,6.408956522,7.874,0,0,6.408956522,7.874,14.28295652,0.813939106,0.813939106,0,0,0,536.4782609,763,0,0,536.4782609,763,1299.478261,0.703116987,0.703116987,0,0,0,1.112173913,1.83,0,0,1.112173913,1.83,2.942173913,0.607745308,0.607745308,0,0,0,2305.391304,1594,0,0,2305.391304,1594,3899.391304,1.446293165,1.446293165,0,0,0,-774.5736087,-295.384,0,0,-774.5736087,-295.384,-1069.957609,2.622259867,2.622259867,0,0,0,0.995309946,0.392857143,284.1486087,0,0.004690054,1,0,0,0,1,0,0,0,0.75373,-4.22965,-15.640179,0.439042,-5.225454,2.124911172,0.014557485,1.61E-07,1.551220437,0.005377918,11.385142,11.385142,8.039288,90,90,90,1042.064235,1.027381347,1.041576008,0.760501175,123,15 [ D4h ],P4/mmm,16,33.379312,-4.893402,0,0,0,0,0,0,0,0,0,0,0,0,-2.588559
Nd,Nd,Nd,Nd,Nd,0,1,0,1,0,1.343333333,0.55,0,0,1.343333333,0.55,1.893333333,2.442424242,2.442424242,0,0,0,-48.66666667,-16,0,0,-48.66666667,-16,-64.66666667,3.041666667,3.041666667,0,0,0,3,3,0,0,3,3,6,1,1,0,0,0,1226.666667,1811,0,0,1226.666667,1811,3037.666667,0.677342168,0.677342168,0,0,0,3615.666667,3134,0,0,3615.666667,3134,6749.666667,1.153690704,1.153690704,0,0,0,140.6843133,55.845,0,0,140.6843133,55.845,196.5293133,2.519192646,2.519192646,0,0,0,6.434,7.874,0,0,6.434,7.874,14.308,0.817119634,0.817119634,0,0,0,536.3333333,763,0,0,536.3333333,763,1299.333333,0.702927042,0.702927042,0,0,0,1.113333333,1.83,0,0,1.113333333,1.83,2.943333333,0.608378871,0.608378871,0,0,0,2304,1594,0,0,2304,1594,3898,1.445420326,1.445420326,0,0,0,-774.799,-295.384,0,0,-774.799,-295.384,-1070.183,2.623022913,2.623022913,0,0,0,0.994784412,0.392857143,284.4818025,0,0.005215588,1,0,0,0,1,0,0,0,0.811638,-4.08302,-17.178646,-2.972685,-5.593803,2.251593077,0.016856482,3.46E-08,0.051165746,0.003720851,11.444152,11.444152,8.088694,90,90,90,1059.36505,1.044239832,1.05677201,0.756312422,139,15 [ D4h ],I4/mmm,128,28.183191,-4.803818,0,0,0,0,0,0,0,0,0,0,0,0,-2.585621
Fe,Fe,Fe,Fe,Sb,0,1,0,0.9375,0.0625,1.36,0.553125,0,0.0375,1.36,0.515625,1.875625,2.458757062,2.637575758,0,0.06779661,0.019993336,-48,-21.4375,0,-6.4375,-48,-15,-63,2.239067055,3.2,0,0.300291545,0.10218254,3,3.125,0,0.3125,3,2.8125,5.8125,0.96,1.066666667,0,0.1,0.053763441,1193,1754.3125,0,56.5,1193,1697.8125,2890.8125,0.680038477,0.702668875,0,0.032206349,0.019544678,3737,3054.375,0,116.25,3737,2938.125,6675.125,1.223490894,1.271899596,0,0.03806016,0.017415404,138.90547,59.9646875,0,7.61,138.90547,52.3546875,191.2601575,2.316454497,2.65316205,0,0.126908024,0.039788736,6.146,7.8004375,0,0.4185625,6.146,7.381875,13.527875,0.787904525,0.832579798,0,0.053658849,0.030940743,538,767.4375,0,52.125,538,715.3125,1253.3125,0.701034286,0.752118829,0,0.06792084,0.041589787,1.1,1.84375,0,0.128125,1.1,1.715625,2.815625,0.596610169,0.641165756,0,0.069491525,0.045504994,2320,1535.375,0,41,2320,1494.375,3814.375,1.511031507,1.552488499,0,0.026703574,0.010748812,-772.207,-294.894,0,-17.9715,-772.207,-276.9225,-1049.1295,2.618591765,2.788531087,0,0.060942237,0.017129916,0.999226735,0.395089286,284.6323965,-0.0625,0.000773265,1,0,0,0,1,0,0,0,0.58817,-4.984059,5.352326,-2.726616,-5.002433,1.800690135,0.006846217,211.0987429,0.065440366,0.006721574,10.778443,10.778443,7.715864,90,90,90,896.3892155,0.981955309,1.008903025,0.815220723,123,15 [ D4h ],P4/mmm,16,49.429627,-5.463479,0,0,0,0,0,0,0,0,0,0,0,0,-2.366071
Fe,Fe,Fe,Sb,Sb,0,1,0,0.875,0.125,1.36,0.55625,0,0.075,1.36,0.48125,1.84125,2.44494382,2.825974026,0,0.134831461,0.040733198,-48,-26.875,0,-12.875,-48,-14,-62,1.786046512,3.428571429,0,0.479069767,0.20766129,3,3.25,0,0.625,3,2.625,5.625,0.923076923,1.142857143,0,0.192307692,0.111111111,1193,1697.625,0,113,1193,1584.625,2777.625,0.702746484,0.752859509,0,0.066563581,0.040682238,3737,2974.75,0,232.5,3737,2742.25,6479.25,1.25624002,1.362749567,0,0.078157828,0.035883783,138.90547,64.084375,0,15.22,138.90547,48.864375,187.769845,2.167540372,2.842673625,0,0.23749939,0.081056679,6.146,7.726875,0,0.837125,6.146,6.88975,13.03575,0.795405646,0.892049784,0,0.1083394,0.064217632,538,771.875,0,104.25,538,667.625,1205.625,0.697004049,0.805841603,0,0.135060729,0.086469673,1.1,1.8575,0,0.25625,1.1,1.60125,2.70125,0.592193809,0.68696331,0,0.13795424,0.094863489,2320,1476.75,0,82,2320,1394.75,3714.75,1.571017437,1.663380534,0,0.05552734,0.022074164,-772.207,-294.404,0,-35.943,-772.207,-258.461,-1030.668,2.622950096,2.987711879,0,0.122087336,0.0348735,0.997630526,0.397321429,288.5682659,-0.125,0.002369474,1,0,0,0,1,0,0,0,0.550002,-5.159968,3.324432,-0.686953,-4.896828,1.733256484,0.005741883,27.78321329,0.503106702,0.007470241,10.887273,10.887273,7.670642,90,90,90,909.2220096,0.996400644,1.016259058,0.802948176,139,15 [ D4h ],I4/mmm,32,50.718531,-5.587496,0,0,0,0,0,0,0,0,0,0,0,0,-2.400982
Fe,Fe,Sb,Sb,Sb,0,1,0,0.8125,0.1875,1.36,0.559375,0,0.1125,1.36,0.446875,1.806875,2.431284916,3.043356643,0,0.201117318,0.062262193,-48,-32.3125,0,-19.3125,-48,-13,-61,1.48549323,3.692307692,0,0.597678917,0.316598361,3,3.375,0,0.9375,3,2.4375,5.4375,0.888888889,1.230769231,0,0.277777778,0.172413793,1193,1640.9375,0,169.5,1193,1471.4375,2664.4375,0.727023424,0.810771779,0,0.103294611,0.063615679,3737,2895.125,0,348.75,3737,2546.375,6283.375,1.290790553,1.467576457,0,0.12046112,0.055503611,138.90547,68.2040625,0,22.83,138.90547,45.3740625,184.2795325,2.036615781,3.061340827,0,0.334730794,0.123887877,6.146,7.6533125,0,1.2556875,6.146,6.397625,12.543625,0.803050966,0.960668998,0,0.164071113,0.100105631,538,776.3125,0,156.375,538,619.9375,1157.9375,0.693019886,0.867829418,0,0.201433057,0.135046149,1.1,1.87125,0,0.384375,1.1,1.486875,2.586875,0.587842351,0.739806641,0,0.205410822,0.148586615,2320,1418.125,0,123,2320,1295.125,3615.125,1.635962979,1.791332883,0,0.086734244,0.03402372,-772.207,-293.914,0,-53.9145,-772.207,-239.9995,-1012.2065,2.627322958,3.21753587,0,0.183436311,0.053264329,0.996039409,0.399553571,292.484356,-0.1875,0.003960591,1,0,0,0,1,0,0,0,0.525589,-5.041273,3.071265,-0.069554,-4.534954,1.691454822,0.006465512,21.56917043,0.93280976,0.010727401,10.93528,10.93528,7.736575,90,90,90,925.1423361,0.999985163,1.012734709,0.788377329,123,15 [ D4h ],P4/mmm,16,53.061214,-5.136593,0,0,0,0,0,0,0,0,0,0,0,0,-2.422137
Fe,Sb,Sb,Sb,Sb,0,1,0,0.75,0.25,1.36,0.5625,0,0.15,1.36,0.4125,1.7725,2.417777778,3.296969697,0,0.266666667,0.084626234,-48,-37.75,0,-25.75,-48,-12,-60,1.271523179,4,0,0.682119205,0.429166667,3,3.5,0,1.25,3,2.25,5.25,0.857142857,1.333333333,0,0.357142857,0.238095238,1193,1584.25,0,226,1193,1358.25,2551.25,0.753037715,0.878336094,0,0.142654253,0.088584027,3737,2815.5,0,465,3737,2350.5,6087.5,1.327295329,1.589874495,0,0.165157166,0.076386037,138.90547,72.32375,0,30.44,138.90547,41.88375,180.78922,1.920606578,3.316452562,0,0.420885256,0.168372871,6.146,7.57975,0,1.67425,6.146,5.9055,12.0515,0.810844685,1.040724748,0,0.220884594,0.138924615,538,780.75,0,208.5,538,572.25,1110.25,0.689081012,0.940148536,0,0.267050913,0.187795542,1.1,1.885,0,0.5125,1.1,1.3725,2.4725,0.583554377,0.801457195,0,0.271883289,0.207280081,2320,1359.5,0,164,2320,1195.5,3515.5,1.706509746,1.940610623,0,0.120632586,0.046650548,-772.207,-293.424,0,-71.886,-772.207,-221.538,-993.745,2.631710426,3.485663859,0,0.244990185,0.072338477,0.994453359,0.401785714,296.3809051,-0.25,0.005546641,1,0,0,0,1,0,0,0,0.510196,-5.826423,2.503801,-1.184729,-5.093248,1.665617624,0.002948605,12.22888774,0.305829048,0.006138051,10.988764,10.988764,7.771314,90,90,90,938.4089685,1.000530181,1.017427015,0.776489099,139,15 [ D4h ],I4/mmm,64,48.756622,-6.104825,0,0,0,0,0,0,0,0,0,0,0,0,-2.434273
Sb,Sb,Sb,Sb,Sb,0,1,0,0.6875,0.3125,1.36,0.565625,0,0.1875,1.36,0.378125,1.738125,2.40441989,3.596694215,0,0.331491713,0.107874865,-48,-43.1875,0,-32.1875,-48,-11,-59,1.111432706,4.363636364,0,0.745296671,0.545550847,3,3.625,0,1.5625,3,2.0625,5.0625,0.827586207,1.454545455,0,0.431034483,0.308641975,1193,1527.5625,0,282.5,1193,1245.0625,2438.0625,0.780982775,0.95818483,0,0.18493515,0.115870697,3737,2735.875,0,581.25,3737,2154.625,5891.625,1.365924978,1.73440854,0,0.212454882,0.098656992,138.90547,76.4434375,0,38.05,138.90547,38.3934375,177.2989075,1.817101304,3.61794825,0,0.49775365,0.214609331,6.146,7.5061875,0,2.0928125,6.146,5.413375,11.559375,0.818791164,1.135336089,0,0.278811647,0.181048932,538,785.1875,0,260.625,538,524.5625,1062.5625,0.685186659,1.025616585,0,0.331927087,0.245279689,1.1,1.89875,0,0.640625,1.1,1.258125,2.358125,0.579328506,0.87431694,0,0.337393022,0.271667108,2320,1300.875,0,205,2320,1095.875,3415.875,1.783415009,2.117029771,0,0.15758624,0.060013906,-772.207,-292.934,0,-89.8575,-772.207,-203.0765,-975.2835,2.636112571,3.802542392,0,0.306749985,0.092134749,0.992872352,0.404017857,300.258147,-0.3125,0.007127648,1,0,0,0,1,0,0,0,0.481459,-5.749068,2.117134,0.459982,-4.536309,1.618433976,0.003185749,8.307294631,1.584045472,0.010712875,11.040369,11.040369,7.842229,90,90,90,955.8873139,1.003235521,1.008210559,0.761561968,123,15 [ D4h ],P4/mmm,16,55.575293,-5.511021,0,0,0,0,0,0,0,0,0,0,0,0,-2.459751
Sb,Sb,Sb,Sb,Sb,0,1,0,0.625,0.375,1.36,0.56875,0,0.225,1.36,0.34375,1.70375,2.391208791,3.956363636,0,0.395604396,0.132061629,-48,-48.625,0,-38.625,-48,-10,-58,0.98714653,4.8,0,0.794344473,0.665948276,3,3.75,0,1.875,3,1.875,4.875,0.8,1.6,0,0.5,0.384615385,1193,1470.875,0,339,1193,1131.875,2324.875,0.811081839,1.054003313,0,0.230475057,0.145814291,3737,2656.25,0,697.5,3737,1958.75,5695.75,1.406870588,1.907849394,0,0.262588235,0.122459729,138.90547,80.563125,0,45.66,138.90547,34.903125,173.808595,1.724181752,3.979743075,0,0.566760537,0.262702774,6.146,7.432625,0,2.511375,6.146,4.92125,11.06725,0.82689494,1.248869698,0,0.337885337,0.226919515,538,789.625,0,312.75,538,476.875,1014.875,0.681336077,1.128178244,0,0.396074086,0.30816603,1.1,1.9125,0,0.76875,1.1,1.14375,2.24375,0.575163399,0.961748634,0,0.401960784,0.342618384,2320,1242.25,0,246,2320,996.25,3316.25,1.86757899,2.328732748,0,0.198027772,0.074180173,-772.207,-292.444,0,-107.829,-772.207,-184.615,-956.822,2.640529469,4.182796631,0,0.368716746,0.112694942,0.991296364,0.40625,304.1163116,-0.375,0.008703636,1,0,0,0,1,0,0,0,0.459785,-5.914448,1.421393,-0.559318,-4.744868,1.583733446,0.00270015,4.142887465,0.571598761,0.00869621,11.1062125,11.1062125,7.847691,90,90,89.89112785,967.9957729,1.007912253,1.02299619,0.751315796,63,8 [ D2h ],Cmcm,8,51.211794,-5.576961,0,0,0,0,0,0,0,0,0,0,0,0,-2.477858
Sb,Sb,Sb,Sb,Sb,0,1,0,0.5625,0.4375,1.36,0.571875,0,0.2625,1.36,0.309375,1.669375,2.378142077,4.395959596,0,0.459016393,0.157244478,-48,-54.0625,0,-45.0625,-48,-9,-57,0.887861272,5.333333333,0,0.833526012,0.790570175,3,3.875,0,2.1875,3,1.6875,4.6875,0.774193548,1.777777778,0,0.564516129,0.466666667,1193,1414.1875,0,395.5,1193,1018.6875,2211.6875,0.843593936,1.171114792,0,0.279665886,0.178822732,3737,2576.625,0,813.75,3737,1762.875,5499.875,1.450346868,2.11983266,0,0.315820114,0.147957908,138.90547,84.6828125,0,53.27,138.90547,31.4128125,170.3182825,1.640302984,4.42193675,0,0.629053269,0.312767362,6.146,7.3590625,0,2.9299375,6.146,4.429125,10.575125,0.835160729,1.387632997,0,0.398140048,0.277059373,538,794.0625,0,364.875,538,429.1875,967.1875,0.677528532,1.253531382,0,0.459504132,0.377253635,1.1,1.92625,0,0.896875,1.1,1.029375,2.129375,0.571057755,1.068609593,0,0.465606749,0.421191664,2320,1183.625,0,287,2320,896.625,3216.625,1.960080262,2.587480831,0,0.242475446,0.089223954,-772.207,-291.954,0,-125.8005,-772.207,-166.1535,-938.3605,2.644961193,4.647551812,0,0.43089151,0.134064147,0.989725371,0.408482143,307.9556245,-0.4375,0.010274629,1,0,0,0,1,0,0,0,0.51834,-6.180332,0.693105,-0.920698,-4.442683,1.6792378,0.002069741,1.999915641,0.398240972,0.011764332,11.126023,11.126023,7.880775,90,90,90,975.5484318,1.014916441,1.033396497,0.74478476,123,15 [ D4h ],P4/mmm,16,44.654112,-5.615117,0,0,0,0,0,0,0,0,0,0,0,0,-2.415581
Sb,Sb,Sb,Sb,Sb,0,1,0,0.5,0.5,1.36,0.575,0,0.3,1.36,0.275,1.635,2.365217391,4.945454545,0,0.52173913,0.183486239,-48,-59.5,0,-51.5,-48,-8,-56,0.806722689,6,0,0.865546218,0.919642857,3,4,0,2.5,3,1.5,4.5,0.75,2,0,0.625,0.555555556,1193,1357.5,0,452,1193,905.5,2098.5,0.878821363,1.317504141,0,0.332965009,0.215391947,3737,2497,0,930,3737,1567,5304,1.496595915,2.384811742,0,0.372446936,0.175339367,138.90547,88.8025,0,60.88,138.90547,27.9225,166.82797,1.564206751,4.974678843,0,0.685566285,0.364926817,6.146,7.2855,0,3.3485,6.146,3.937,10.083,0.843593439,1.561087122,0,0.459611557,0.332093623,538,798.5,0,417,538,381.5,919.5,0.673763306,1.410222805,0,0.52222918,0.453507341,1.1,1.94,0,1.025,1.1,0.915,2.015,0.567010309,1.202185792,0,0.528350515,0.508684864,2320,1125,0,328,2320,797,3117,2.062222222,2.910915935,0,0.291555556,0.105229387,-772.207,-291.464,0,-143.772,-772.207,-147.692,-919.899,2.649407817,5.228495789,0,0.493275327,0.156291071,0.98815935,0.410714286,311.7763071,-0.5,0.01184065,1,0,0,0,1,0,0,0,0.580397,-6.271747,-0.276479,-5.634525,-5.233827,1.786747629,0.001888926,0.758449546,0.003572374,0.005333077,11.211707,11.211707,7.922509,90,90,90,995.8781882,1.009322603,1.047708965,0.728881005,139,15 [ D4h ],I4/mmm,128,38.574486,-6.39813,0,0,0,0,0,0,0,0,0,0,0,0,-2.349802
Fe,Fe,Fe,Fe,Sc,0,1,0,0.9375,0.0625,1.36,0.5621875,0,0.0465625,1.36,0.515625,1.875625,2.419121734,2.637575758,0,0.082823791,0.024825058,-48,-16.125,0,-1.125,-48,-15,-63,2.976744186,3.2,0,0.069767442,0.017857143,3,3,0,0.1875,3,2.8125,5.8125,1,1.066666667,0,0.0625,0.032258065,1193,1811.1875,0,113.375,1193,1697.8125,2890.8125,0.658683875,0.702668875,0,0.062597053,0.039219078,3737,3132.0625,0,193.9375,3737,2938.125,6675.125,1.193143496,1.271899596,0,0.061920061,0.029053763,138.90547,55.16443188,0,2.809744375,138.90547,52.3546875,191.2601575,2.518025932,2.65316205,0,0.050933986,0.014690694,6.146,7.5684375,0,0.1865625,6.146,7.381875,13.527875,0.81205665,0.832579798,0,0.024650068,0.013790969,538,754.875,0,39.5625,538,715.3125,1253.3125,0.712700778,0.752118829,0,0.052409339,0.031566349,1.1,1.800625,0,0.085,1.1,1.715625,2.815625,0.610898993,0.641165756,0,0.047205831,0.030188679,2320,1644.375,0,150,2320,1494.375,3814.375,1.410870391,1.552488499,0,0.091220068,0.039324922,-772.207,-328.4790625,0,-51.5565625,-772.207,-276.9225,-1049.1295,2.350856076,2.788531087,0,0.1569554,0.049142229,0.994611736,0.4015625,276.839157,0,0.005388264,1,0,0,0,1,0,0,0,0.606598,-4.305545,2.018377,0.925976,-4.575327,1.834180889,0.01349353,7.526100155,2.524330805,0.01030293,10.811386,10.811386,7.62742,90,90,90,891.539127,1.00630652,1.01046816,0.819655629,123,15 [ D4h ],P4/mmm,16,46.386273,-4.801142,0,0,0,0,0,0,0,0,0,0,0,0,-2.413542
Fe,Fe,Fe,Sc,Sc,0,1,0,0.875,0.125,1.36,0.574375,0,0.093125,1.36,0.48125,1.84125,2.367791077,2.825974026,0,0.162132753,0.050577054,-48,-16.25,0,-2.25,-48,-14,-62,2.953846154,3.428571429,0,0.138461538,0.036290323,3,3,0,0.375,3,2.625,5.625,1,1.142857143,0,0.125,0.066666667,1193,1811.375,0,226.75,1193,1584.625,2777.625,0.658615692,0.752859509,0,0.125181147,0.08163449,3737,3130.125,0,387.875,3737,2742.25,6479.25,1.193882033,1.362749567,0,0.123916776,0.059864182,138.90547,54.48386375,0,5.61948875,138.90547,48.864375,187.769845,2.549479065,2.842673625,0,0.103140423,0.029927536,6.146,7.262875,0,0.373125,6.146,6.88975,13.03575,0.846221366,0.892049784,0,0.051374284,0.028623209,538,746.75,0,79.125,538,667.625,1205.625,0.720455306,0.805841603,0,0.105959156,0.06562986,1.1,1.77125,0,0.17,1.1,1.60125,2.70125,0.621030346,0.68696331,0,0.095977417,0.062933827,2320,1694.75,0,300,2320,1394.75,3714.75,1.368933471,1.663380534,0,0.177017259,0.080759136,-772.207,-361.574125,0,-103.113125,-772.207,-258.461,-1030.668,2.135681031,2.987711879,0,0.285178385,0.100044947,0.988472158,0.410267857,273.1162992,0,0.011527842,1,0,0,0,1,0,0,0,0.573279,-4.153333,1.3826,1.748576,-4.511962,1.774074716,0.015711961,3.985249819,5.746413954,0.010976902,10.73983,10.73983,7.828461,90,90,90,902.9656019,1.004993011,1.00700789,0.80851159,139,15 [ D4h ],I4/mmm,32,43.040558,-4.643552,0,0,0,0,0,0,0,0,0,0,0,0,-2.5095
Fe,Fe,Sc,Sc,Sc,0,1,0,0.8125,0.1875,1.36,0.5865625,0,0.1396875,1.36,0.446875,1.806875,2.3185935,3.043356643,0,0.238145978,0.07730889,-48,-16.375,0,-3.375,-48,-13,-61,2.93129771,3.692307692,0,0.20610687,0.055327869,3,3,0,0.5625,3,2.4375,5.4375,1,1.230769231,0,0.1875,0.103448276,1193,1811.5625,0,340.125,1193,1471.4375,2664.4375,0.658547525,0.810771779,0,0.187752286,0.127653585,3737,3128.1875,0,581.8125,3737,2546.375,6283.375,1.194621486,1.467576457,0,0.18599029,0.09259554,138.90547,53.80329563,0,8.429233125,138.90547,45.3740625,184.2795325,2.581727911,3.061340827,0,0.156667599,0.045741559,6.146,6.9573125,0,0.5596875,6.146,6.397625,12.543625,0.883387084,0.960668998,0,0.080445934,0.044619279,538,738.625,0,118.6875,538,619.9375,1157.9375,0.728380437,0.867829418,0,0.160687087,0.102499055,1.1,1.741875,0,0.255,1.1,1.486875,2.586875,0.631503409,0.739806641,0,0.146393972,0.098574535,2320,1745.125,0,450,2320,1295.125,3615.125,1.329417663,1.791332883,0,0.257861185,0.124477024,-772.207,-394.6691875,0,-154.6696875,-772.207,-239.9995,-1012.2065,1.956593077,3.21753587,0,0.391897043,0.15280448,0.982407911,0.418973214,269.5020399,0,0.017592089,1,0,0,0,1,0,0,0,0.558204,-4.221654,0.430524,1.977031,-4.64847,1.747531114,0.014674353,1.538063258,7.221271172,0.009576242,10.885954,10.885954,7.670864,90,90,90,909.0280252,1.001355582,1.011692644,0.802352869,123,15 [ D4h ],P4/mmm,16,39.827603,-4.668891,0,0,0,0,0,0,0,0,0,0,0,0,-2.587216
Fe,Sc,Sc,Sc,Sc,0,1,0,0.75,0.25,1.36,0.59875,0,0.18625,1.36,0.4125,1.7725,2.271398747,3.296969697,0,0.311064718,0.105077574,-48,-16.5,0,-4.5,-48,-12,-60,2.909090909,4,0,0.272727273,0.075,3,3,0,0.75,3,2.25,5.25,1,1.333333333,0,0.25,0.142857143,1193,1811.75,0,453.5,1193,1358.25,2551.25,0.658479371,0.878336094,0,0.250310473,0.177756002,3737,3126.25,0,775.75,3737,2350.5,6087.5,1.195361855,1.589874495,0,0.248140744,0.127433265,138.90547,53.1227275,0,11.2389775,138.90547,41.88375,180.78922,2.614803052,3.316452562,0,0.211566274,0.062166193,6.146,6.65175,0,0.74625,6.146,5.9055,12.0515,0.923967377,1.040724748,0,0.112188522,0.061921752,538,730.5,0,158.25,538,572.25,1110.25,0.736481862,0.940148536,0,0.216632444,0.142535465,1.1,1.7125,0,0.34,1.1,1.3725,2.4725,0.642335766,0.801457195,0,0.198540146,0.137512639,2320,1795.5,0,600,2320,1195.5,3515.5,1.292119187,1.940610623,0,0.334168755,0.170672735,-772.207,-427.76425,0,-206.22625,-772.207,-221.538,-993.745,1.805216308,3.485663859,0,0.482102583,0.207524315,0.976417619,0.427678571,265.9909065,0,0.023582381,1,0,0,0,1,0,0,0,0.527155,-4.185888,0.910887,2.154419,-4.671646,1.694105715,0.015208695,2.486527105,8.622878831,0.009356855,10.810816,10.810816,7.842524,90,90,90,916.5851312,1.016030657,1.009345825,0.794977258,139,15 [ D4h ],I4/mmm,64,36.34094,-4.587538,0,0,0,0,0,0,0,0,0,0,0,0,-2.680904
Sc,Sc,Sc,Sc,Sc,0,1,0,0.6875,0.3125,1.36,0.6109375,0,0.2328125,1.36,0.378125,1.738125,2.226086957,3.596694215,0,0.381074169,0.133944624,-48,-16.625,0,-5.625,-48,-11,-59,2.887218045,4.363636364,0,0.338345865,0.095338983,3,3,0,0.9375,3,2.0625,5.0625,1,1.454545455,0,0.3125,0.185185185,1193,1811.9375,0,566.875,1193,1245.0625,2438.0625,0.658411231,0.95818483,0,0.312855714,0.232510446,3737,3124.3125,0,969.6875,3737,2154.625,5891.625,1.196103143,1.73440854,0,0.310368281,0.164587444,138.90547,52.44215938,0,14.04872188,138.90547,38.3934375,177.2989075,2.648736659,3.61794825,0,0.267889844,0.079237498,6.146,6.3461875,0,0.9328125,6.146,5.413375,11.559375,0.96845547,1.135336089,0,0.146987857,0.080697486,538,722.375,0,197.8125,538,524.5625,1062.5625,0.74476553,1.025616585,0,0.273836304,0.18616552,1.1,1.683125,0,0.425,1.1,1.258125,2.358125,0.653546231,0.87431694,0,0.252506498,0.180227935,2320,1845.875,0,750,2320,1095.875,3415.875,1.256856504,2.117029771,0,0.40631137,0.219563069,-772.207,-460.8593125,0,-257.7828125,-772.207,-203.0765,-975.2835,1.675580766,3.802542392,0,0.559352508,0.264315773,0.970499937,0.436383929,262.5778079,0,0.029500063,1,0,0,0,1,0,0,0,0.514205,-3.965553,-0.117354,1.81994,-4.603918,1.672308488,0.01895755,0.889270336,6.171488149,0.01001253,10.990462,10.990462,7.687551,90,90,90,928.5812454,1.00727864,1.017429306,0.783956631,123,15 [ D4h ],P4/mmm,16,32.870187,-4.407483,0,0,0,0,0,0,0,0,0,0,0,0,-2.756494
